panchayat_id,panchayat_name,village_name,block_name,district_name,centroid_lat,centroid_lon,dist_to_coast_km,dist_to_water_km,historical_rain_bias,elevation_mean,elevation_std,elevation_min,elevation_max,slope_mean,aspect_mean,lulc_tree_pct,lulc_shrub_pct,lulc_grass_pct,lulc_crop_pct,lulc_urban_pct,lulc_water_pct,lulc_bare_pct,block_rain_mean,block_temp_max,block_temp_min,layer_b_deviation,layer_c_residual,downscaled_rain_pred,rain_ci_lower_80,rain_ci_upper_80,rain_ci_lower_95,rain_ci_upper_95,uncertainty_std,confidence_level,dominant_factor,forecast_source,forecast_status,forecast_issued_date,forecast_valid_date,forecast_source_url,observed_24h_mm,observed_24h_date,observed_24h_status,downscaled_tmax_pred,downscaled_tmin_pred,downscaled_rh_pred
MH_PUNE_555901,Dahuli,Dahuli,Mawal,Pune,18.89257,73.4835,69.81,55.81,20.6,847.5,67.8,745.8,949.2,14.0,198.9,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,4.83,2.5152236282901073,26.71,22.22,30.61,18.78,34.38,3.94,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,27.6,19.1,70.7
MH_PUNE_555903,Borivali,Borivali,Mawal,Pune,18.88814,73.51035,72.64,53.53,18.0,697.4,55.8,613.7,781.1,14.0,199.9,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,4.7,2.2412578424164225,26.44,22.34,30.32,18.14,33.06,3.74,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.6,20.1,70.6
MH_PUNE_555904,Wahangaon,Wahangaon,Mawal,Pune,18.88661,73.5421,75.89,51.22,15.0,662.0,53.0,582.5,741.5,14.0,201.1,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.89,1.8277289623892838,24.33,20.58,28.59,16.13,30.7,3.75,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.8,20.3,69.7
MH_PUNE_555902,Kambare Andar Mawal,Kambare Andar Mawal,Mawal,Pune,18.88385,73.50086,71.65,53.85,18.9,740.7,59.3,651.8,829.7,14.0,199.5,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,4.72,2.500865557974871,26.74,23.35,30.63,18.87,33.39,3.74,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.3,19.8,70.7
MH_PUNE_555906,Nagathali,Nagathali,Mawal,Pune,18.87287,73.55127,76.26,49.43,14.1,673.1,53.8,592.4,753.8,14.0,201.4,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.73,1.9916565502369181,24.25,19.96,28.56,16.55,30.93,3.72,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,69.7
MH_PUNE_555718,Vanjul Vihire,Vanjul Vihire,Khed,Pune,18.93919,73.59084,81.2,53.06,10.4,753.2,60.3,662.7,843.6,14.0,202.9,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,2.89,0.47084815820017895,22.78,18.69,26.77,14.94,29.18,3.72,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.2,19.7,69.1
MH_PUNE_555870,Kune Ansute,Kune Ansute,Mawal,Pune,18.91677,73.58155,80.13,51.47,11.3,908.3,72.7,799.3,1017.4,14.0,202.5,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,1.55,0.8516751837713905,21.88,18.0,26.93,14.89,29.33,3.76,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,27.2,18.7,68.8
MH_PUNE_555770,Dhamane,Dhamane,Khed,Pune,18.83615,73.76288,96.52,35.26,-1.1,650.8,52.1,572.6,728.9,3.0,209.2,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.5409150423869984,19.66,15.12,23.76,11.77,26.91,3.9,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.8,20.3,67.9
MH_PUNE_555909,Kondivade A M,Kondivade A M,Mawal,Pune,18.83502,73.63444,83.37,40.82,6.2,679.8,54.4,598.2,761.4,14.0,204.5,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.87,1.2097509999565903,23.51,19.96,27.56,15.46,30.63,3.81,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,69.4
MH_PUNE_555750,Askhed Kh,Askhed Kh,Khed,Pune,18.8115,73.77526,97.22,32.28,-1.4,652.7,52.2,574.4,731.0,3.0,209.7,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-0.8922483847817546,19.18,15.42,23.65,12.02,26.03,3.69,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.8,20.3,67.7
MH_PUNE_555745,Pait,Pait,Khed,Pune,18.87089,73.74444,95.58,39.5,-0.8,721.9,57.8,635.2,808.6,3.0,208.5,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.16771626991177713,19.94,15.98,24.46,11.93,26.26,3.73,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.4,19.9,68.0
MH_PUNE_555760,Donde,Donde,Khed,Pune,18.87163,73.84865,106.21,37.99,-2.7,611.2,48.9,537.8,684.5,3.0,212.4,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-1.0921046625154673,19.22,15.34,23.63,11.57,26.29,3.85,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,67.7
MH_PUNE_555737,Deshamukhwadi,Deshamukhwadi,Khed,Pune,18.8694,73.67801,88.82,41.86,2.1,672.2,53.8,591.5,752.9,14.0,206.1,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,3.36,0.5105161840887094,23.48,20.22,27.13,15.35,29.83,3.67,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.8,20.3,69.4
MH_PUNE_555912,Takave Bk,Takave Bk,Mawal,Pune,18.79584,73.63319,82.22,37.36,6.3,613.5,49.1,539.9,687.1,14.0,204.4,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.87,1.3542253752388502,23.67,19.52,27.79,15.52,31.39,3.94,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,69.5
MH_PUNE_555769,Koye,Koye,Khed,Pune,18.86387,73.7759,98.58,37.94,-1.4,724.9,58.0,637.9,811.9,3.0,209.7,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.509637806960897,19.5,16.07,23.44,11.53,26.2,3.77,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.3,19.8,67.8
MH_PUNE_555875,Kalhat,Kalhat,Mawal,Pune,18.85583,73.65577,86.15,41.61,4.2,703.3,56.3,618.9,787.8,14.0,205.3,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,3.14,0.8118500394277117,23.59,19.46,26.87,16.06,29.6,3.57,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.5,20.0,69.4
MH_PUNE_555767,Kurkundi,Kurkundi,Khed,Pune,18.85031,73.79642,100.31,36.06,-1.7,670.1,53.6,589.7,750.5,3.0,210.5,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.7993518540246467,19.64,15.92,23.21,12.14,25.88,3.61,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,67.9
MH_PUNE_555838,Biradvadi,Biradvadi,Khed,Pune,18.77875,73.8443,103.77,27.67,-2.6,635.2,50.8,559.0,711.4,3.0,212.2,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.9940075800294614,18.09,14.66,21.53,10.7,24.8,3.65,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.4,19.9,67.2
MH_PUNE_555765,Kiwale,Kiwale,Khed,Pune,18.85158,73.81787,102.54,35.92,-2.1,706.1,56.5,621.4,790.9,3.0,211.3,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.9918757883070257,19.36,15.76,23.75,11.7,25.96,3.67,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.5,20.0,67.7
MH_PUNE_555743,Parale,Parale,Khed,Pune,18.86217,73.70754,91.58,39.87,-0.1,702.3,56.2,618.0,786.6,3.0,207.2,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,2.98,0.1994663716290187,22.58,18.9,25.96,14.77,29.05,3.64,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.5,20.0,69.0
MH_PUNE_555746,Raundhalwadi,Raundhalwadi,Khed,Pune,18.85143,73.72477,93.02,38.1,-0.4,674.8,54.0,593.8,755.8,3.0,207.8,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.016230386773357197,20.27,16.22,24.76,13.12,27.04,3.66,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,68.1
MH_PUNE_555742,Wahagaon,Wahagaon,Khed,Pune,18.85009,73.69116,89.57,39.33,0.8,670.0,53.6,589.6,750.4,14.0,206.6,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,3.3,0.38528537452888106,23.27,18.87,27.69,16.1,30.34,3.87,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,69.3
MH_PUNE_555764,Chandus,Chandus,Khed,Pune,18.84069,73.83346,103.88,34.59,-2.4,634.8,50.8,558.6,711.0,3.0,211.8,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-1.2221482477734398,18.88,14.7,22.67,11.24,25.88,3.58,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.9,20.4,67.6
MH_PUNE_555747,Shive,Shive,Khed,Pune,18.83313,73.71205,91.23,36.71,-0.2,685.2,54.8,603.0,767.4,3.0,207.3,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,2.98,0.08416813762734199,22.49,19.13,26.63,14.65,29.68,3.8,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.6,20.1,69.0
MH_PUNE_555876,Nigade,Nigade,Mawal,Pune,18.82494,73.67061,86.78,37.85,2.8,1056.0,84.5,929.2,1182.7,14.0,205.8,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,1.06,0.6699845734438564,21.24,18.09,24.75,14.29,27.48,3.59,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,26.2,17.7,68.5
MH_PUNE_555910,Pawalewadi,Pawalewadi,Mawal,Pune,18.83717,73.65583,85.6,39.81,4.2,688.2,55.1,605.5,770.8,14.0,205.3,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,3.14,0.8773015803685926,23.61,18.31,27.62,16.04,30.85,3.83,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.6,20.1,69.4
MH_PUNE_555768,Askhed Bk,Askhed Bk,Khed,Pune,18.82885,73.78271,98.38,33.98,-1.5,646.0,51.7,568.4,723.5,3.0,210.0,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.8244662656178479,19.36,15.81,23.69,11.89,25.81,3.68,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.9,20.4,67.7
MH_PUNE_555748,Waki Tarf Wada,Waki Tarf Wada,Khed,Pune,18.82714,73.73625,93.56,35.15,-0.7,627.3,50.2,552.0,702.6,3.0,208.2,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.2678914947690002,19.92,16.07,23.49,12.14,26.3,3.69,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.0,20.5,68.0
MH_PUNE_555766,Koregaon Bk,Koregaon Bk,Khed,Pune,18.82587,73.81183,101.31,33.14,-2.0,614.8,49.2,541.0,688.6,3.0,211.0,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.1599416900322854,18.9,15.21,22.98,11.16,25.58,3.8,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,67.6
MH_PUNE_555749,Karanja Vihire,Karanja Vihire,Khed,Pune,18.81383,73.75357,95.03,33.15,-1.0,666.8,53.3,586.8,746.7,3.0,208.9,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-0.5928253670735291,19.53,15.81,23.69,11.41,26.84,3.89,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,67.8
MH_PUNE_555911,Phalane,Phalane,Mawal,Pune,18.81888,73.62835,82.3,39.71,6.8,643.2,51.5,565.9,720.4,14.0,204.2,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.87,1.38806154340089,23.78,19.81,28.26,17.21,31.11,3.59,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.9,20.4,69.5
MH_PUNE_555877,Ambale,Ambale,Mawal,Pune,18.80405,73.68489,87.73,35.09,1.4,680.1,54.4,598.5,761.7,14.0,206.3,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,3.14,0.39592554530295077,22.82,19.51,26.28,15.11,30.15,3.72,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,69.1
MH_PUNE_555878,Umbare Navalakh,Umbare Navalakh,Mawal,Pune,18.79596,73.71286,90.44,32.91,-0.2,654.6,52.4,576.0,733.2,3.0,207.4,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.89,-0.12207150891598983,22.32,19.02,26.05,14.55,28.84,3.7,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.8,20.3,68.9
MH_PUNE_555821,Koregaon Kh,Koregaon Kh,Khed,Pune,18.81065,73.81968,101.79,31.37,-2.2,674.0,53.9,593.1,754.8,3.0,211.3,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.3926516000527887,18.69,14.89,22.66,10.96,25.39,3.68,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,67.5
MH_PUNE_555833,Ambethan,Ambethan,Khed,Pune,18.78963,73.82809,102.26,28.96,-2.3,636.5,50.9,560.2,712.9,3.0,211.6,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.7157941095446945,18.48,15.1,22.16,10.01,25.18,3.7,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.4,19.9,67.4
MH_PUNE_555882,Jambavade,Jambavade,Mawal,Pune,18.75828,73.74994,93.61,27.49,-0.9,595.5,47.6,524.1,666.9,3.0,208.7,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,0.64,-1.125968153744034,18.92,15.41,23.21,10.51,25.6,3.79,MODERATE,Rain-Shadow Plateau Topography,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.7,20.2,67.6
MH_PUNE_555751,Shelu,Shelu,Khed,Pune,18.80992,73.79855,99.59,31.59,-1.8,645.4,51.6,568.0,722.8,3.0,210.5,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.1805059681476395,18.83,15.2,22.46,11.13,25.82,3.72,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.9,20.4,67.5
MH_PUNE_555879,Badhalawadi,Badhalawadi,Mawal,Pune,18.80207,73.73966,93.34,32.41,-0.7,702.6,56.2,618.3,786.9,3.0,208.4,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,0.64,-0.49538102188877425,19.62,15.02,23.52,12.0,26.37,3.73,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.5,20.0,67.8
MH_PUNE_555888,Shire,Shire,Mawal,Pune,18.80013,73.66034,85.12,36.08,3.8,637.9,51.0,561.4,714.4,14.0,205.4,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,3.14,0.8258637770381484,23.64,20.11,27.98,15.67,30.05,3.85,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.0,20.5,69.5
MH_PUNE_555834,Gonavadi,Gonavadi,Khed,Pune,18.8012,73.84175,103.89,30.17,-2.6,644.2,51.5,567.0,721.5,3.0,212.1,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.7000143755997863,18.35,14.47,21.91,10.59,25.36,3.78,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.9,20.4,67.3
MH_PUNE_555823,Bhamboli,Bhamboli,Khed,Pune,18.79145,73.79281,98.63,29.69,-1.7,683.2,54.7,601.1,765.2,3.0,210.3,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.3188657340225531,18.87,15.13,23.3,10.48,25.78,3.74,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.6,20.1,67.5
MH_PUNE_555822,Varale,Varale,Khed,Pune,18.7866,73.81099,100.43,28.83,-2.0,674.5,54.0,593.5,755.5,3.0,211.0,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.582080887832011,18.47,14.53,21.97,10.31,24.56,3.6,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.2,19.7,67.4
MH_PUNE_555825,Shinde,Shinde,Khed,Pune,18.77882,73.76666,95.69,29.03,-1.2,652.8,52.2,574.5,731.1,3.0,209.4,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.1273892507425292,19.01,15.12,23.25,10.52,26.25,3.87,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.3,19.8,67.6
MH_PUNE_555889,Belaj,Belaj,Mawal,Pune,18.78148,73.65282,83.93,34.84,4.5,591.4,47.3,520.5,662.4,14.0,205.2,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.87,0.9328167245853132,23.27,19.52,27.08,15.81,30.86,3.79,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.3,20.8,69.3
MH_PUNE_555887,Mangarul,Mangarul,Mawal,Pune,18.77997,73.68475,87.21,32.8,1.4,638.1,51.0,561.6,714.6,14.0,206.3,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,3.49,0.2786691748497818,23.22,19.5,27.08,14.45,29.91,3.81,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.0,20.5,69.3
MH_PUNE_555880,Jadhavwadi,Jadhavwadi,Mawal,Pune,18.78565,73.73833,92.87,30.77,-0.7,640.3,51.2,563.5,717.1,3.0,208.3,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,0.64,-0.6251578191039346,19.51,15.9,23.53,11.81,26.38,3.79,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.9,20.4,67.8
MH_PUNE_555824,Wasuli,Wasuli,Khed,Pune,18.77478,73.78172,97.19,28.15,-1.5,652.1,52.2,573.8,730.4,3.0,209.9,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.3831141996223315,18.71,14.89,22.41,10.69,25.04,3.69,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.3,19.8,67.5
MH_PUNE_555881,Mendhewadi,Mendhewadi,Mawal,Pune,18.77721,73.74512,93.42,29.63,-0.8,649.5,52.0,571.5,727.5,3.0,208.6,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,0.64,-0.8214040072891721,19.25,15.55,22.87,11.43,26.14,3.59,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.8,20.3,67.7
MH_PUNE_555890,Rajpuri,Rajpuri,Mawal,Pune,18.77096,73.66473,84.96,33.15,3.4,636.7,50.9,560.4,713.1,14.0,205.6,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,3.49,0.6358712744798071,23.77,18.25,27.95,15.98,30.42,3.86,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.0,20.5,69.5
MH_PUNE_556028,Ambi,Ambi,Mawal,Pune,18.7591,73.691,87.48,30.49,0.9,606.1,48.5,533.4,678.9,14.0,206.6,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,3.41,-0.008452488970306482,22.99,19.01,26.59,14.3,29.55,3.84,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.2,20.7,69.2
MH_PUNE_555826,Savardari,Savardari,Khed,Pune,18.76327,73.79459,98.34,26.59,-1.7,640.2,51.2,563.4,717.0,3.0,210.4,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.64,-1.6985135668973987,18.41,14.94,22.17,10.5,25.33,3.71,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.4,19.9,67.4
MH_PUNE_555886,Nanoli T Chakan,Nanoli T Chakan,Mawal,Pune,18.75863,73.72474,90.99,28.64,-0.4,644.5,51.6,567.1,721.9,3.0,207.8,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,0.64,-0.6808201078226743,19.36,15.52,23.13,11.68,26.34,3.71,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.4,19.9,67.7
MH_PUNE_556029,Akurdi,Akurdi,Mawal,Pune,18.76146,73.70984,89.48,29.67,-0.2,606.6,48.5,533.9,679.4,3.0,207.3,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.89,-0.36656196508556593,22.0,18.55,25.65,14.32,29.04,3.68,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.1,20.6,68.8
MH_PUNE_555891,Sangavi,Sangavi,Mawal,Pune,18.76279,73.6424,82.49,33.89,5.5,628.3,50.3,552.9,703.8,14.0,204.8,48.0,18.0,8.0,18.0,3.0,5.0,0.0,20.0,29.5,21.0,2.87,1.0961681946392774,23.33,19.57,27.37,15.73,30.16,3.64,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,29.0,20.5,69.3
MH_PUNE_555710,Yeniye Bk,Yeniye Bk,Khed,Pune,18.98484,73.69237,92.23,53.23,0.7,795.0,63.6,699.6,890.4,14.0,206.6,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,3.1,0.003636696511727433,22.49,18.54,25.95,14.82,29.07,3.62,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,27.9,19.4,69.0
MH_PUNE_555687,Sakurdi,Sakurdi,Khed,Pune,18.97446,73.74837,97.99,50.57,-0.9,648.0,51.8,570.3,725.7,3.0,208.7,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.11494952696240796,19.99,16.33,23.71,12.23,26.59,3.75,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.8,20.3,68.0
MH_PUNE_555774,Kadadhe,Kadadhe,Khed,Pune,18.9745,73.83106,106.66,49.47,-2.4,700.1,56.0,616.1,784.1,3.0,211.7,10.0,12.0,6.0,64.0,5.0,3.0,0.0,20.0,29.5,21.0,0.73,-0.49969782145490604,19.46,15.35,23.14,11.74,25.94,3.75,MODERATE,Orographic Sahyadri Elevation Gradient,Manual demo override,MANUAL_OVERRIDE,,2026-09-09,,,,NOT_REQUESTED,28.5,20.0,67.8
